x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,etiqueta
-0.0,0.0,0.0,0.20674201502458045,-0.1929364345888099,-0.08217083203900197,0.30499789599755445,-0.3889415306505885,-0.06722035334869575,0.26148426479834064,-0.5688863773357842,-0.06368848574417611,0.17934118784319555,-0.7207542667015064,-0.06228841974011905,0.4024956201470344,-0.4054346506757689,0.27364535137623025,0.47855513761179913,-0.5409267901296739,0.3970718259076397,0.5019192157446687,-0.6418571439849791,0.45737600301518583,0.5136649190314957,-0.7034903260838571,0.4911717744972685,0.2712520600590434,-0.41458583551256545,0.31047044030358,0.3253443131088725,-0.5749150796814685,0.45652004735765356,0.33284310634478664,-0.6490465383198013,0.4871476892177281,0.33156809505935697,-0.6749111351993556,0.504308189867887,0.1485504999575689,-0.4160533360864139,0.3142950136591791,0.1747688764922135,-0.5907729390047978,0.3847426970278795,0.18519737511788972,-0.6288669375834348,0.3355437818725467,0.1924119243029031,-0.6132682825859876,0.3005343320406833,0.03779778150979631,-0.43017597124724755,0.30652489917297726,0.07544348266672105,-0.5901730217309039,0.33560779146845626,0.10394352499512922,-0.6164202371212596,0.3105601515942501,0.14342593315410773,-0.5877104367285577,0.29210506837933675,V
-0.0,0.0,0.0,0.17992654121357624,-0.18435071744718606,-0.015295510938157907,0.24833303552245276,-0.3185303633242126,-0.05577949418592179,0.32413834483896337,-0.4166951068931788,-0.11440222398557351,0.4164991358116765,-0.4764760575716754,-0.17506338050466472,-0.01032054628305986,-0.5099781097003335,-0.00448882601092258,0.0515780696941784,-0.7073097245959937,-0.051174744446258684,0.08611403674706096,-0.8376931294465667,-0.08840046046014773,0.1083780241653514,-0.9504354249035664,-0.11752530242703656,-0.03732060817266567,-0.49942485575811546,-0.04830739802599507,0.03768302453806524,-0.7224355091045851,-0.10760574378254807,0.09078039278877155,-0.8644951295551289,-0.15521814045274507,0.13022327433263745,-0.9743351500426389,-0.1836107682394335,-0.018914686752981323,-0.45117944646759023,-0.09559716028966811,0.2278178116021923,-0.5167866647598939,-0.15406561033004984,0.28048637311022545,-0.3958553552032893,-0.16883499456784043,0.26763356300916474,-0.3058755723368579,-0.16550241949886244,0.035385388409413604,-0.3943148083126468,-0.1488162051203165,0.24255370197998305,-0.40365869923851383,-0.17941179021356787,0.2776465204556146,-0.31204313598396277,-0.17806228632693727,0.25185070150185024,-0.24378836672751866,-0.17187067963510644,V
-0.0,0.0,0.0,0.14434651452827507,-0.19243153035238444,-0.013267787869454754,0.18841928247718792,-0.3229909463072495,-0.05732857779061894,0.23927884357294557,-0.4362297468958039,-0.11442339950398334,0.27194172033670894,-0.5378038679503818,-0.17713079711855492,-0.10394811907245424,-0.4719105461853436,-0.04931093538323365,-0.005990289821933831,-0.6796378912137886,-0.10188516946858293,0.042923456754693556,-0.8036140861682562,-0.1482738881772791,0.07450669240632593,-0.9110424554001527,-0.18432016566295603,-0.12397396622503427,-0.45291125180979086,-0.08427874741155572,-0.029463803109639718,-0.713354600402844,-0.14664357259674193,0.043350392164956994,-0.8627781160058314,-0.20175748844604707,0.0884940200320332,-0.9656508731266669,-0.24430963887713503,-0.0919982958947676,-0.4125797182369722,-0.11696868652246423,0.07640057752965781,-0.6175366634305149,-0.17930930213418006,0.1995253086913867,-0.5741569411862143,-0.18275490669458,0.2617307072883777,-0.5051967985716309,-0.17672081119563257,-0.019506107448709526,-0.37200623379686293,-0.15244367379247598,0.13189758968127127,-0.5224877272618886,-0.19155195807212202,0.2182243932122596,-0.5025146564222917,-0.18383005691690268,0.26359544063072066,-0.4535697076335966,-0.1733861193554861,V
-0.0,0.0,0.0,0.09347727920651229,-0.01974737130396171,-0.2507047908086633,0.0554240644687551,-0.04016995894386122,-0.3875027378020556,-0.09250961217242203,0.017736157081316407,-0.48150734994578176,-0.2325030353493206,0.053377494775681156,-0.5628293208865964,-0.08563080307966033,-0.28134508161225014,-0.35189156198142896,-0.18355506897360352,-0.3613121821600733,-0.4911417400206684,-0.24072423069655002,-0.4113662627154626,-0.576396360894968,-0.31210951009877175,-0.47571219480609356,-0.6330328010193457,-0.21728633347383192,-0.25100165143774283,-0.2943347823871693,-0.40962428649590216,-0.37987195102079563,-0.43020968338846055,-0.5422243687614287,-0.43882566182631527,-0.49849792111346586,-0.6724695328655773,-0.5036638883638112,-0.5423167109040608,-0.28581425690526036,-0.1775024075008853,-0.25053679136641965,-0.40644190402799596,-0.13388087685219918,-0.41675514692530125,-0.3048214065738617,0.003413631627592531,-0.4472080083765559,-0.2081151732108096,0.0713218833862807,-0.4356266291197888,-0.3122043115256866,-0.09035853658537765,-0.22367255892983778,-0.3672343941384514,-0.03170239692545184,-0.3665294338482932,-0.29950423641839136,0.054249531358032725,-0.3938199557259122,-0.22226170157104805,0.08620053819830552,-0.39134309776618026,V
-0.0,0.0,0.0,0.09396561604246204,-0.10078838704523702,-0.14329923704679168,0.07841248269079107,-0.2328700647383031,-0.2034691172768182,-0.0736355711783205,-0.2719533753573735,-0.24918163010776279,-0.213998363707111,-0.2893224060958146,-0.2835616091543464,0.006185871504298815,-0.4629838236026217,-0.12782707964209972,-0.024114056898969026,-0.6413903869784473,-0.20788474004534316,-0.047191582010870606,-0.7494805087867312,-0.2598947007900274,-0.08423941234051481,-0.8446480957894947,-0.2954370015884621,-0.11995705221875369,-0.44355101768318833,-0.11317723425985259,-0.2041969603809665,-0.6604880835395897,-0.2015748635343735,-0.27759133083059795,-0.7888378765856784,-0.25574536732811054,-0.34740064596542103,-0.893320829431423,-0.2851152168628724,-0.21144838576905595,-0.3690408831391484,-0.11323241095114547,-0.3135966464580188,-0.43824694854139984,-0.2496793524556092,-0.2436972901028382,-0.3086155555703101,-0.27647965562263477,-0.1788691319652835,-0.22285354090478457,-0.25720696705687685,-0.2780982589346373,-0.2654741757365355,-0.12334572744380938,-0.35292357080470854,-0.31377461339282237,-0.24142534253937567,-0.30198694834447354,-0.23210801984325072,-0.25313015578198805,-0.2382499284903265,-0.17253861274428697,-0.23427845289261545,V
-0.0,0.0,0.0,0.24400807070239464,-0.12429054603209559,-0.049449120162008434,0.34641277650493296,-0.35558575201261633,-0.026627841881740808,0.23050547296281892,-0.5389304434551624,-0.018862023130983913,0.07098832191862445,-0.6302020458868454,-0.008726484833350067,0.26248171618969857,-0.4324273475472969,0.1614480456574547,0.35004657608470163,-0.6013082479864814,0.19706786341096036,0.40181540339871313,-0.718897905524274,0.21533475843618477,0.42225596900833445,-0.8095191639085474,0.22841288427650325,0.13094542435357753,-0.48498271847036795,0.16381392240989112,0.11925600542713684,-0.7126297134691068,0.20174301967821354,0.13703388732544014,-0.8603386105833742,0.21821807244348854,0.1363071746599848,-0.9620671617537495,0.23631997463459808,0.010159093409377337,-0.4969344367260745,0.13951129301586696,0.027432339984724656,-0.6750785020617712,0.08763012764189965,0.07400798314538559,-0.5515903285557006,0.04860747665113693,0.07781779083170962,-0.40912859928921047,0.05413878610935641,-0.11764570844152451,-0.5042351112344947,0.1103454282222701,-0.09916840104059425,-0.6925363208965096,0.057030907904878324,-0.036636855200092806,-0.6271377329390924,0.03913103850889828,0.0008860649713232181,-0.505891300266682,0.04219428832043723,V
-0.0,0.0,0.0,0.1355580244645443,-0.08306907471096946,-0.11163916931082696,0.22780947229676998,-0.18403278383081073,-0.18997652808248966,0.19377579556396832,-0.24841766929162315,-0.2652295342030056,0.09641164626090697,-0.2580374391236833,-0.3300349882532176,0.135604721941251,-0.4826268022133432,-0.12787365688525218,0.18623419789106796,-0.6921691806685066,-0.23104523345944453,0.2223701573804078,-0.8156717719981749,-0.2849443618606128,0.24318970303183385,-0.9176949133150862,-0.31415730839008776,-0.01301864701861673,-0.47083748195436403,-0.1325401666550692,-0.049894416436435184,-0.6682709178819567,-0.22805379399791603,-0.06344026990032829,-0.7872603459782007,-0.2682096354096331,-0.08955885877704929,-0.8977995026609438,-0.27850338158736754,-0.11657231830144783,-0.39511496900590365,-0.1502318776718795,0.014369198993697398,-0.37392354651982074,-0.2492104398602711,0.08982174495589927,-0.27797717204698413,-0.25314241669573834,0.08973686489747072,-0.23162315931480207,-0.22710095484148593,-0.16593325415945986,-0.29404800558056116,-0.1807785368512216,0.0022094808028745388,-0.24085330547844735,-0.2415076641883537,0.05368179691048756,-0.18641704405705978,-0.2351678094968635,0.0391318580669262,-0.1661981122087274,-0.21285670072788293,V
-0.0,0.0,0.0,0.16839118490673738,-0.06065477481195372,-0.05412369578624465,0.29795009064717665,-0.24276273560968833,-0.07778108759635334,0.3119665559598698,-0.4347734103560452,-0.11361224466004116,0.25671662076471874,-0.583795043130338,-0.14557802777707995,0.22783438799962433,-0.3738584312218733,0.03523770864006047,0.3508554056020233,-0.5479342287835991,-0.017541964852415215,0.4408450763194984,-0.6509591973418413,-0.052252251071378854,0.4871318939332201,-0.7458571887585365,-0.07348590965020141,0.13862100923791762,-0.4334560980372452,0.01886316493857354,0.17673669593218588,-0.6906123195761485,-0.038998912910453744,0.24988987056559406,-0.8379193553640667,-0.07540521452731143,0.29253223833092346,-0.95218118723215,-0.08818092888075774,0.042377991432600355,-0.4532285471847373,-0.01317648821873806,0.12381712660809387,-0.6484439716717183,-0.11366045869817694,0.187036396547632,-0.5227653833739095,-0.14188542597404163,0.18535338764083947,-0.3995160971964171,-0.12749997364839954,-0.06260658039594512,-0.4446934083482124,-0.0491501594852222,0.04756419783191794,-0.5910136146499398,-0.12540106744380694,0.12584998839629602,-0.5174372292836397,-0.1339516774859762,0.14559492214113326,-0.4104382220466482,-0.12081863539895502,V
-0.0,0.0,0.0,0.06452694600344405,-0.0023664967135511327,-0.17593645717627757,0.016497965742689705,-0.04288946100896948,-0.2526726887489371,-0.13295980825764994,-0.08378969911256552,-0.3071947588433853,-0.23885922799770917,-0.16775130743649713,-0.35708437323314696,0.08373599892977351,-0.3595675883221783,-0.20968438423258412,0.1807542576881274,-0.566455777700175,-0.3011934631757403,0.24072453730237486,-0.6874202432893813,-0.36028959217066475,0.270126030753794,-0.7956054807942442,-0.40033169963758375,-0.04325022158202343,-0.3858258625279533,-0.18124458299240376,-0.046383189754434874,-0.6529707181979149,-0.27294787473722304,-0.08918137760926587,-0.7975975345399247,-0.33898854825751645,-0.12807146174582512,-0.9141974877486471,-0.3845005254617347,-0.14649808756792795,-0.33809592194325794,-0.16460297354989742,-0.25424424458457867,-0.3775686444848065,-0.3215207623605855,-0.2645951692753364,-0.22111590697757072,-0.39183557582914025,-0.24402405324617715,-0.10568075877210904,-0.4068920004828072,-0.22025666116137885,-0.2627310609332251,-0.15518767374921882,-0.29147013775282343,-0.22640897787024644,-0.3026482577443818,-0.2972939483115281,-0.10554925337239635,-0.34821245537395895,-0.26810095053786615,-0.017181742351371914,-0.35718684107395376,V
-0.0,0.0,0.0,0.08557891215125683,-0.12600775906080328,-0.1179184714168994,0.06183693959062482,-0.28939891275723706,-0.14722859914683514,-0.086336480841522,-0.38328456201367206,-0.1653411162501315,-0.21890328640222473,-0.41246425799250824,-0.1754377985779748,0.03889853201616088,-0.5151420718069408,-0.03920021140381188,-0.028999041416101136,-0.7060752678451325,-0.07846501158696953,-0.07337294551429872,-0.820616162985269,-0.11544153293874584,-0.11729683635633903,-0.920085956499203,-0.14768570578226436,-0.08061080627664793,-0.49939637189408176,-0.01781715371398999,-0.16280466930385332,-0.7262530123105055,-0.05823923661737334,-0.2258458180602661,-0.8494409581218406,-0.09874320167561364,-0.27611567998562175,-0.9526453894725914,-0.1273848232039138,-0.1673270622176139,-0.43000339184800124,-0.012086263196564384,-0.2792372727823613,-0.6008988138171513,-0.10534614702345893,-0.2478177975036739,-0.5291632268216253,-0.14422645548425406,-0.2047040485700389,-0.4662711549692572,-0.1498178090603594,-0.22826249970439655,-0.3318408037884809,-0.014976263220541006,-0.29715398942988586,-0.4225668321465224,-0.12082533402655606,-0.25569947992938996,-0.35778785816818687,-0.15256450674963556,-0.20985386300133113,-0.2890401332172428,-0.15594687872905838,V
-0.0,0.0,0.0,0.015460481906129519,0.08512258493383057,-0.18659875219993335,-0.10553077826887045,0.21106270147026945,-0.24715739651147384,-0.2881325752043669,0.33199494037342225,-0.26494959075863805,-0.4422036267208484,0.4429688996229365,-0.2706349535923851,-0.35309238309065405,-0.037685797657243725,-0.22950954963284756,-0.583781517965464,0.005527848741130673,-0.3094105552769367,-0.762379314108714,0.05883218624007134,-0.3652726434213627,-0.9057783350332539,0.10260427347924989,-0.41114227567617256,-0.43200977719945904,0.0008431283140300796,-0.16597073181941036,-0.67226178927917,0.10953580950039261,-0.249249961070606,-0.6435097856490112,0.24765772190755603,-0.29479431799405265,-0.5449215920001841,0.3211864338240766,-0.3194116267838301,-0.46225952431685097,0.061816739108889796,-0.11286520469822546,-0.6734494277910432,0.21941441179983548,-0.21754931251805562,-0.604049113585997,0.3484354845239974,-0.2693415805614996,-0.4999629539350345,0.3844552908589364,-0.2870926717308886,-0.46195016354763463,0.13812855301582905,-0.06997325571706263,-0.5993435553868766,0.2831865811742494,-0.17694556844184228,-0.5450690593098624,0.3725912710115132,-0.22803537744404614,-0.4632195502420468,0.3884549981542008,-0.2486440055298667,V
